,Education,Marital_Status,Yearly_Income,Recency_(days),Wines,Fruits,Meat,Fish,Sweets,Gold,Discount_Deal,Web_Deal,Catalog_Deal,Store_Deal,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Client_since_(month),Spending,Total_Deal_nondiscount,Children,total_cmp_accepted,Clusters,HasChildren
137,PhD,Married,33762.0,61,53,1,34,2,0,16,3,2,2,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,18.1,106,6,3,0,2,yes
138,PhD,Single,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,41,7.5,49,4,2,1,2,yes
139,PhD,Divorced,36921.0,74,17,1,12,3,1,4,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,17.4,38,5,2,0,2,yes
140,Master,Single,92859.0,46,962,61,921,52,61,20,1,5,4,12,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,22,26.8,2077,21,0,0,1,no
141,Master,Couple,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,38,13.7,1053,15,1,0,3,yes
142,Bachelor,Married,86111.0,73,399,28,756,36,40,126,1,5,7,10,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,52,20.7,1385,22,0,0,1,no
143,PhD,Single,68352.0,47,614,16,132,43,33,33,3,8,5,9,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,16.3,871,22,1,0,3,yes
144,Bachelor,Couple,41883.0,13,32,34,41,73,16,116,3,4,2,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,21.7,312,9,1,0,2,yes
145,Bachelor,Married,59809.0,36,598,16,141,32,41,49,3,3,3,6,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,26.8,877,12,2,0,3,yes
146,Bachelor,Married,23957.0,47,2,1,18,20,11,16,1,2,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,39,26.5,68,5,1,0,4,yes
147,Bachelor,Couple,38547.0,49,6,1,10,0,1,4,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,complain,not_accepted,33,16.3,22,3,1,0,2,yes
148,Undergraduate,Married,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,28.7,211,9,3,0,2,yes
149,Master,Married,49605.0,65,42,16,29,12,20,8,1,2,1,4,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,6.4,127,7,0,0,2,no
150,Master,Married,59354.0,59,295,21,78,39,13,13,1,4,4,7,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,61,8.4,459,15,2,0,3,yes
151,Bachelor,Married,65747.0,96,346,17,48,23,13,13,4,8,1,6,6,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,6.0,460,15,1,1,3,yes
152,Undergraduate,Couple,46344.0,28,233,20,57,8,20,91,4,7,1,5,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,24.9,429,13,1,0,2,yes
153,Bachelor,Single,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,0.9,89,7,1,0,2,yes
154,PhD,Couple,61010.0,57,888,0,57,0,0,76,2,8,5,11,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,62,28.1,1021,24,1,0,3,yes
155,Bachelor,Couple,69372.0,10,997,26,269,34,13,42,1,10,4,6,4,not_accepted,accepted,accepted,not_accepted,not_accepted,no_complain,accepted,65,22.7,1381,20,0,2,3,no
156,Bachelor,Single,49967.0,4,212,6,69,4,12,3,3,6,1,5,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,17.0,306,12,1,0,2,yes
157,Bachelor,Single,60199.0,49,8,1,7,2,0,0,1,0,0,3,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,12.9,18,3,3,0,3,yes
158,Bachelor,Couple,55375.0,3,42,11,57,10,28,14,1,1,1,6,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,37,14.7,162,8,1,0,3,yes
159,Bachelor,Single,80317.0,64,536,11,387,149,91,57,1,3,4,10,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,59,16.6,1231,17,0,0,1,no
160,Master,Single,30523.0,0,5,0,3,0,0,5,1,1,0,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,24.1,13,3,3,0,4,yes
161,PhD,Married,70356.0,20,1349,16,249,43,16,33,2,10,6,9,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,69,32.1,1706,25,0,0,3,no
162,Bachelor,Married,23228.0,91,53,3,49,7,4,5,4,3,0,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,30,8.1,121,7,1,0,4,yes
163,PhD,Divorced,74165.0,9,1001,12,240,16,12,12,1,5,4,10,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,24.2,1293,19,0,0,1,no
164,PhD,Married,157243.0,98,20,2,1582,1,2,1,15,0,22,0,0,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,12.1,1608,22,1,0,1,yes
165,Bachelor,Couple,43482.0,83,18,1,32,6,3,28,3,2,0,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,13.8,88,6,3,0,2,yes
166,Bachelor,Divorced,62551.0,27,125,16,98,134,21,27,1,6,7,4,3,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,61,13.6,421,17,0,1,3,no
167,Bachelor,Divorced,52332.0,63,212,5,33,7,0,2,1,3,2,6,4,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,16.3,259,11,0,1,3,no
168,Bachelor,Single,66951.0,46,277,162,305,173,76,124,1,3,4,7,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,22.9,1117,14,0,0,3,no
169,Bachelor,Couple,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,10.3,89,6,2,0,4,yes
170,Bachelor,Couple,33456.0,58,7,3,10,8,1,7,2,1,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,8.5,36,4,2,0,2,yes
171,Bachelor,Married,28718.0,78,12,4,6,11,8,16,2,2,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,32,17.9,57,5,1,0,4,yes
172,Bachelor,Married,50447.0,4,85,7,24,2,3,27,1,3,1,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,8.5,148,7,2,0,2,yes
173,PhD,Couple,53537.0,17,81,0,6,0,0,6,2,2,1,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,11.2,93,6,2,0,3,yes
174,Bachelor,Single,52074.0,77,59,0,12,0,0,48,1,2,2,2,4,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,47,9.0,119,6,1,1,3,yes
175,PhD,Married,80427.0,56,1149,71,449,69,71,26,1,11,8,8,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,25.1,1835,27,1,0,1,yes
176,PhD,Married,83837.0,79,847,66,119,86,89,111,1,9,10,5,4,not_accepted,accepted,not_accepted,accepted,not_accepted,no_complain,accepted,66,24.8,1318,24,0,2,1,no
177,PhD,Married,38853.0,90,29,0,14,0,0,2,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,7.4,45,5,2,0,2,yes
178,Bachelor,Couple,38285.0,96,2,0,5,2,0,1,1,0,0,3,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,6.3,10,3,3,0,2,yes
179,Undergraduate,Married,78497.0,44,207,26,447,75,0,223,1,5,7,12,2,not_accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,63,23.9,978,24,0,1,1,no
180,PhD,Married,51650.0,81,152,3,22,2,5,7,1,4,1,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,1.9,191,9,1,0,2,yes
181,Undergraduate,Married,16248.0,77,12,11,10,3,12,9,3,2,1,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,2.9,57,6,1,0,4,yes
182,Master,Married,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,68,15.3,1033,23,0,0,3,no
183,Master,Married,30477.0,16,47,1,6,0,0,12,1,1,1,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,30,11.4,66,5,1,0,4,yes
184,Undergraduate,Married,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,53,6.6,43,5,0,0,4,no
185,Bachelor,Married,25271.0,45,10,1,18,10,4,7,1,1,1,2,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,31,32.1,50,4,1,0,4,yes
186,PhD,Single,32303.0,63,35,0,2,0,0,2,2,1,0,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,5.0,39,5,1,0,4,yes
187,Bachelor,Married,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,23.0,608,16,1,0,3,yes
188,Bachelor,Married,74068.0,14,783,30,537,140,76,15,1,4,10,9,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,21.7,1581,23,0,0,1,no
189,PhD,Married,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,50,22.5,68,5,2,0,2,yes
190,Undergraduate,Couple,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,28.1,80,4,1,1,4,yes
191,PhD,Couple,66973.0,98,466,22,432,147,113,102,1,8,7,12,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,25,19.8,1282,27,0,0,3,no
192,Bachelor,Married,38872.0,93,23,3,21,3,19,22,2,3,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,19.3,91,6,1,0,2,yes
193,Bachelor,Married,51148.0,38,235,6,45,8,9,12,4,5,1,6,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,22.7,315,12,2,0,2,yes
194,Bachelor,Married,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,37,12.2,31,4,2,0,4,yes
195,Master,Married,69661.0,80,656,16,106,32,16,8,1,7,3,12,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,34,7.7,834,22,0,0,3,no
196,Bachelor,Married,80067.0,82,519,17,813,27,173,51,1,4,6,6,2,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,60,15.6,1600,16,0,1,1,no
197,Bachelor,Married,86718.0,20,344,189,482,50,33,172,1,5,6,5,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,23.8,1270,16,0,0,1,no
198,PhD,Single,46854.0,81,96,1,79,7,1,79,6,5,1,3,8,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,41,9.2,263,9,2,1,2,yes
199,Bachelor,Divorced,69142.0,50,448,4,34,6,4,39,3,8,1,7,5,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,62,6.2,535,16,1,1,3,yes
200,Bachelor,Single,75922.0,60,265,138,553,224,23,92,1,4,4,9,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,15.8,1295,17,0,0,1,no
201,Bachelor,Divorced,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,14.8,1150,26,1,0,3,yes
202,PhD,Couple,102160.0,54,763,29,138,76,176,58,0,7,9,10,4,not_accepted,accepted,accepted,accepted,not_accepted,no_complain,accepted,37,35.1,1240,26,0,3,1,no
203,PhD,Single,40637.0,72,22,0,13,0,0,3,2,1,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,17.7,38,4,2,0,2,yes
204,Master,Single,18890.0,5,6,4,1,7,2,15,1,0,1,2,6,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,30,27.0,35,3,0,1,4,no
205,Bachelor,Couple,29604.0,88,7,6,13,7,6,14,1,1,0,3,9,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,16.9,53,4,1,1,4,yes
206,Master,Divorced,48721.0,50,81,18,113,47,13,21,6,4,2,5,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,19.9,293,11,2,0,2,yes
207,Bachelor,Married,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,4.9,65,5,1,0,2,yes
208,Bachelor,Divorced,64497.0,17,1170,48,320,42,32,192,5,11,4,9,8,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,60,27.1,1804,24,1,1,3,yes
209,Bachelor,Couple,46097.0,11,72,24,68,65,4,8,5,3,1,6,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,21.3,241,10,1,0,2,yes
210,Bachelor,Couple,77972.0,18,613,22,319,33,102,12,1,4,6,9,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,9.6,1101,19,0,0,1,no
211,PhD,Married,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,32.2,264,11,2,0,2,yes
212,Master,Couple,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,23.6,541,16,2,0,2,yes
213,Bachelor,Married,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,29,21.2,1198,16,0,0,3,no
214,Bachelor,Married,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,37,12.0,482,14,1,0,2,yes
215,Undergraduate,Single,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,0.9,17,3,3,0,3,yes
216,Master,Married,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,not_accepted,accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,66,13.7,1615,24,0,2,1,no
217,Master,Single,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,16.2,285,10,1,0,2,yes
218,Bachelor,Couple,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,34,25.9,1135,26,1,0,3,yes
219,Undergraduate,Couple,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,1.9,114,6,1,0,2,yes
220,Bachelor,Married,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,13.7,1047,15,0,0,1,no
221,PhD,Couple,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,8.7,714,20,2,0,1,yes
222,PhD,Married,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,34,20.3,185,9,1,0,4,yes
223,Bachelor,Divorced,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,52,29.1,1245,27,1,0,3,yes
224,Bachelor,Couple,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,21.5,189,8,1,0,2,yes
225,Bachelor,Couple,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,26.6,576,14,1,0,2,yes
226,Bachelor,Divorced,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,62,28.0,1103,15,1,0,2,yes
227,PhD,Married,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,29.2,1753,16,0,0,1,no
228,PhD,Couple,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,28,10.6,17,3,1,0,2,yes
229,Bachelor,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,48,21.7,433,14,2,0,2,yes
230,Undergraduate,Divorced,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,52,20.3,1588,13,1,1,1,yes
231,Bachelor,Couple,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,19.8,22,3,1,0,2,yes
232,Bachelor,Single,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,63,8.6,19,4,0,0,4,no
233,PhD,Married,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,21.6,1117,26,1,0,3,yes
234,Undergraduate,Married,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,15.8,69,6,1,0,4,yes
235,Master,Couple,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,32,20.9,23,4,1,0,4,yes
236,PhD,Single,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,21.0,605,18,1,0,1,yes
237,Bachelor,Single,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,12.3,57,7,1,0,4,yes
238,Bachelor,Single,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,14.3,2088,21,0,1,1,no
239,Bachelor,Couple,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,24.6,1009,14,1,0,3,yes
240,Bachelor,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,17.3,26,4,1,0,4,yes
241,Bachelor,Married,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,not_accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,accepted,24,13.3,1627,21,0,1,1,no
242,Bachelor,Married,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,28.9,1102,24,1,0,3,yes
243,PhD,Married,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,50,8.0,17,4,2,0,4,yes
244,Bachelor,Married,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,not_accepted,accepted,accepted,accepted,not_accepted,no_complain,accepted,42,19.7,1690,14,1,3,1,yes
245,Bachelor,Married,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,61,16.2,1390,19,1,0,1,yes
246,PhD,Married,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,28.4,2126,19,0,0,3,no
247,Master,Couple,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,26.4,1531,21,1,0,3,yes
248,Master,Single,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,15.7,64,5,1,0,4,yes
249,Bachelor,Single,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,29,14.3,26,4,1,0,4,yes
250,Bachelor,Divorced,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,not_accepted,accepted,accepted,accepted,accepted,no_complain,accepted,40,20.2,1112,28,0,4,1,no
251,Undergraduate,Couple,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,27.7,210,9,0,0,4,no
252,Bachelor,Couple,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,47,28.5,1148,21,2,0,1,yes
253,PhD,Single,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,27.0,33,4,1,0,4,yes
254,PhD,Couple,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,53,26.9,1101,16,1,1,3,yes
255,Bachelor,Single,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,50,26.7,322,12,1,0,2,yes
256,Bachelor,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,50,21.1,44,6,2,0,4,yes
257,PhD,Single,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,16.9,17,3,3,0,2,yes
258,Bachelor,Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,35,27.1,31,4,1,1,4,yes
259,PhD,Divorced,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,19.6,845,22,2,0,3,yes
260,Master,Married,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,6.6,275,11,1,0,2,yes
261,PhD,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,25.6,25,3,1,0,2,yes
262,Master,Couple,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,62,22.3,275,11,2,0,2,yes
