,Education,Marital_Status,Yearly_Income,Recency_(days),Wines,Fruits,Meat,Fish,Sweets,Gold,Discount_Deal,Web_Deal,Catalog_Deal,Store_Deal,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Client_since_(month),Spending,Total_Deal_nondiscount,Children,total_cmp_accepted
871,0,3,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,55,7.1,995,14,1,1
872,0,0,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,38,1.8,45,7,1,0
873,3,3,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,33,9.0,182,8,2,0
874,1,0,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,36,19.0,989,22,1,0
875,0,0,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,61,15.7,1677,17,0,3
876,1,1,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,43,18.3,595,16,2,0
877,0,2,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,31,22.8,156,7,1,0
878,1,3,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,58,8.0,1226,27,0,0
879,3,0,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,36,23.8,128,7,1,0
880,0,3,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,42,3.0,86,6,1,1
881,0,2,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,39,26.9,68,5,1,0
882,0,1,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,39,17.5,16,3,2,0
883,3,2,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,33,6.5,55,5,2,0
884,2,3,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,42,25.1,2114,21,0,0
885,2,0,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,44,23.1,2018,18,0,0
886,2,3,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,61,25.5,263,11,3,0
887,0,2,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,55,13.8,55,5,2,0
888,0,0,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,52,24.2,564,16,2,0
889,1,3,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,36,12.7,1281,18,0,0
890,0,2,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,41,16.2,83,5,1,1
891,1,3,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,49,29.1,353,12,2,0
892,0,2,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,31,11.7,1003,24,0,0
893,3,3,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,23,8.2,14,3,1,0
894,2,1,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,71,24.3,902,22,0,1
895,2,3,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,42,25.0,1139,23,1,0
896,0,0,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,58,18.0,797,19,1,0
897,0,1,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,56,11.4,1638,23,1,0
898,2,2,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,40,13.9,401,14,1,0
899,0,1,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,28,14.5,84,7,1,0
900,0,2,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,56,19.2,928,17,0,0
901,0,1,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,44,16.7,203,9,1,0
902,0,0,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,47,17.8,858,15,0,0
903,0,0,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,41,20.9,409,12,0,0
904,0,0,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,45,21.6,282,11,3,0
905,0,3,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,37,3.9,1423,17,0,0
906,0,3,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,53,13.5,1449,18,0,1
907,0,3,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,43,22.9,28,3,1,0
908,0,0,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,40,9.1,67,5,1,0
909,2,2,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,28,3.0,199,9,0,0
910,2,3,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,48,18.3,1453,21,0,0
911,0,0,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,22,17.9,1253,18,0,0
912,2,3,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,51,23.5,1198,25,1,0
913,1,2,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,42,17.8,178,8,1,0
914,0,3,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,20,34.1,1990,17,0,1
915,0,2,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,60,14.0,976,13,0,0
916,1,0,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,54,12.3,1001,14,0,0
917,2,2,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,32,18.0,1919,19,0,2
918,3,3,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,60,13.6,350,12,1,0
919,2,3,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,60,19.7,1650,24,0,1
920,2,0,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,59,8.7,46,4,2,2
921,0,3,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,21,20.8,1228,18,0,0
922,1,3,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,45,23.5,95,6,1,0
923,2,2,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,66,9.0,62,6,2,0
924,0,0,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,28,7.6,1761,25,1,1
925,1,0,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,35,28.4,467,13,0,0
926,0,2,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,36,3.0,1149,18,0,1
927,3,3,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,32,12.2,2052,18,0,1
928,0,3,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,21,9.0,1127,15,0,0
929,2,2,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,38,13.6,1416,20,1,0
930,2,0,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,40,5.0,1113,19,0,0
931,0,3,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,25,3.0,125,6,1,0
932,2,3,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,63,25.1,966,23,1,1
933,3,2,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,25,24.6,32,4,1,0
934,0,3,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,62,7.4,833,18,0,0
935,2,0,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,43,7.3,46,6,1,0
936,0,0,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,43,14.4,960,16,0,0
937,2,2,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,44,19.6,1829,27,1,1
938,0,3,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,43,17.8,779,23,1,0
939,2,1,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,39,16.0,811,21,1,0
940,3,3,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,62,15.0,1120,14,2,0
941,2,0,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,52,17.6,725,18,1,0
942,0,1,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,31,19.4,1187,11,0,1
943,0,0,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,61,21.2,2302,18,0,3
944,3,3,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,28,24.6,66,6,0,0
945,2,2,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,27,36.2,1250,18,0,2
946,3,2,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,32,10.6,683,17,1,0
947,0,1,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,35,15.2,305,11,2,0
948,0,0,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,37,18.9,50,5,1,0
949,3,1,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,39,36.2,995,14,1,0
950,2,0,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,35,2.9,41,5,1,0
951,2,0,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,38,4.9,77,6,2,1
952,1,1,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,41,23.4,171,8,2,0
953,2,3,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,43,14.0,131,6,2,0
954,1,0,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,38,1.9,54,4,2,0
955,2,2,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,38,15.2,53,7,2,0
956,0,2,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,49,36.1,475,13,1,0
957,0,3,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,62,28.9,694,18,1,0
958,0,2,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,41,6.0,96,6,2,0
959,2,1,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,57,20.4,361,12,1,0
960,0,1,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,47,27.7,1079,24,1,0
961,2,3,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,52,6.0,578,17,1,0
962,1,0,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,45,24.4,64,5,1,0
963,2,2,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,39,14.8,149,8,1,0
964,0,2,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,34,6.3,231,10,2,0
965,0,0,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,55,12.9,728,18,1,0
966,0,2,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,41,16.6,1778,22,0,2
967,0,2,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,41,25.0,93,7,1,0
968,2,2,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,40,20.9,23,3,1,0
969,0,0,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,34,27.0,662,18,1,0
970,0,2,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,26,11.1,1198,17,0,0
971,2,0,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,46,23.8,81,7,3,0
972,3,2,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,26,25.0,92,7,1,0
973,3,1,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,55,13.6,491,15,1,0
974,1,0,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,43,26.9,1564,23,0,0
975,0,2,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,52,10.1,926,23,0,0
976,1,0,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,55,36.3,1910,18,0,1
977,1,2,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,49,13.9,411,14,3,0
978,0,2,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,62,10.2,94,6,2,0
979,0,0,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,60,12.9,1085,23,1,1
980,3,3,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,54,13.0,23,3,2,0
981,0,1,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,49,6.4,6,0,0,0
982,1,1,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,35,18.0,54,5,1,0
983,0,1,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,36,14.8,1150,26,1,0
984,0,2,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,64,16.8,1415,22,0,2
985,2,2,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,40,16.6,405,14,1,0
986,2,2,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,36,13.4,1908,18,0,0
987,0,2,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1,45,14.4,2486,25,0,3
988,3,3,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,38,13.0,1315,26,0,0
989,2,3,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,58,6.2,45,5,2,0
990,0,1,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1,60,9.5,1789,16,0,4
991,3,2,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,42,25.4,19,3,1,0
992,1,0,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,33,28.4,573,17,1,1
993,0,3,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,25,10.5,805,20,1,0
994,0,1,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,60,6.4,108,6,2,0
995,0,3,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,19,9.3,23,3,0,0
996,0,0,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,36,15.9,1493,22,0,1
997,0,0,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,57,10.3,89,6,2,0
998,0,2,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,41,16.8,936,22,1,1
999,0,1,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,58,22.0,343,12,1,0
1000,2,3,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1,58,27.1,528,19,1,2
1001,2,3,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,1,27,15.9,1901,11,0,2
1002,3,2,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1,33,21.5,724,17,2,2
1003,0,0,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,27,22.9,58,5,1,0
1004,2,2,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,60,19.8,297,11,1,0
1005,0,3,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,60,23.2,488,15,1,1
1006,1,2,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0,61,32.1,859,21,1,0
1007,0,0,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,62,13.0,1574,19,0,1
1008,0,2,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,46,11.3,69,6,2,1
1009,2,3,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,51,15.1,17,3,2,0
1010,0,0,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,35,28.6,2194,20,1,3
1011,2,0,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,38,2.0,116,7,1,0
1012,0,3,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,36,18.2,279,11,1,0
1013,1,0,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,46,27.1,103,6,1,0
1014,1,2,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,43,8.6,44,6,2,0
1015,1,2,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,63,8.5,406,14,0,0
1016,3,2,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,49,6.0,1363,19,0,1
1017,0,0,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,45,19.4,236,10,0,0
1018,0,2,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,41,22.3,39,4,1,0
1019,0,3,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,38,22.6,137,7,0,0
1020,0,2,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,41,6.5,79,7,1,0
1021,2,0,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,40,18.1,63,5,1,0
1022,2,0,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,61,21.2,1314,18,3,0
1023,1,0,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,48,6.3,71,5,1,0
1024,0,2,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,36,34.2,58,5,1,0
1025,2,2,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,47,17.1,702,18,1,0
1026,0,3,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,36,16.6,94,6,1,1
1027,3,3,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,0,27,23.4,80,5,1,0
1028,2,1,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,0,56,24.1,22,4,1,0
1029,3,0,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,50,33.1,1211,27,1,0
1030,0,0,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1,43,18.3,1461,21,0,1
1031,0,3,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,1,43,23.8,1968,19,0,0
1032,0,0,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,45,6.3,1091,15,0,0
1033,3,2,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,0,37,23.6,55,4,1,0
1034,0,2,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,41,0.9,1366,18,0,1
1035,0,3,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,34,28.5,313,11,0,0
1036,2,0,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,56,10.3,62,7,2,0
1037,1,3,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,42,15.6,92,6,2,0
1038,2,2,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,43,9.2,72,5,1,1
1039,0,2,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,61,19.4,655,17,1,0
1040,0,2,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,55,8.4,704,16,1,1
1041,0,2,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,60,34.2,54,5,2,0
1042,0,3,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,23,27.8,178,1,0,0
1043,0,0,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,52,7.4,1033,13,0,1
1044,0,0,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,28,17.3,36,4,1,0
1045,1,3,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,49,27.0,122,7,1,0
1046,1,2,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,48,15.4,122,6,1,0
1047,2,2,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,54,14.8,1123,26,1,0
1048,0,0,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,30,25.9,497,12,1,0
1049,0,2,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,48,20.1,691,19,1,1
1050,3,2,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,49,6.0,1363,19,0,1
1051,2,0,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,48,8.0,12,3,2,1
1052,2,2,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,65,22.8,2440,24,0,0
1053,3,1,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,44,22.8,56,5,2,0
1054,1,2,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,31,20.2,37,4,1,0
1055,0,3,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,29,32.2,968,20,0,0
1056,0,2,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,40,28.5,270,11,1,0
1057,2,2,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,63,16.0,278,11,0,0
1058,0,3,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,62,25.5,1250,21,0,0
1059,0,0,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,27,21.3,938,16,0,0
1060,1,2,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,65,36.2,1178,17,2,1
1061,0,0,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,56,17.5,1155,24,2,1
1062,2,3,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,27,15.2,653,18,0,0
1063,2,1,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,7.5,49,4,2,1
1064,2,2,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,50,1.9,506,16,1,0
1065,0,2,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,53,25.1,38,5,2,0
1066,0,3,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,22,12.0,1650,22,0,2
1067,3,1,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,49,34.3,1826,25,1,0
1068,0,1,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,58,33.2,18,3,0,0
1069,0,2,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,36,9.1,906,23,0,0
1070,2,0,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,43,7.3,46,6,1,0
1071,0,0,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,48,34.1,1477,19,1,0
1072,0,0,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,59,25.4,766,20,1,0
1073,0,2,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,61,10.3,47,5,1,0
1074,0,0,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,56,17.7,467,13,0,0
1075,0,0,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,53,22.1,2116,20,0,1
1076,2,2,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,33,24.2,1298,24,0,2
1077,3,0,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,38,16.6,22,4,2,0
1078,1,3,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,46,11.4,396,13,1,0
1079,2,2,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,36,20.6,20,3,1,0
1080,0,3,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,49,9.6,967,12,0,0
1081,0,2,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,43,25.8,357,13,1,0
1082,0,2,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,58,28.7,1401,15,0,0
1083,0,0,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,32,16.7,15,3,1,0
1084,1,3,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,44,23.2,2087,19,0,1
1085,0,2,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,37,21.3,981,22,1,0
1086,0,3,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,44,12.9,17,4,2,0
